Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Volta,Adaklu-Anyigbe,Adaklu Ahunda Health Centre,Health Centre,Adaklu Ahunda,Government,6.287980,0.544680
Volta,Adaklu-Anyigbe,Kpetoe Health Centre,Health Centre,Kpetoe,Government,6.547670,0.693570
Volta,Adaklu-Anyigbe,Adaklu Waya   Health Centre,Health Centre,Adaklu Waya,Government,6.448010,0.623880
Volta,Adaklu-Anyigbe,Salvation Army Clinic,Health Centre,Adaklu Sopa,CHAG,6.383470,0.638260
Volta,Adaklu-Anyigbe,Keyime Health Centre,Health Centre,Keyime,Government,6.346440,0.714000
Volta,Adaklu-Anyigbe,Wudzedeke Health Centre,Health Centre,Wudzedeke,Government,6.353110,0.690700
Volta,Adaklu-Anyigbe,Adaklu-Anyigbe District Health Directorate,District Health Directorate,Kpetoe,Government,6.542800,0.699450
Volta,Ho Municipal,Ho Community Health Nurses Training School,Training Institution,Ho,Government,6.599400,0.478970
Volta,Ho Municipal,Ho Nurses Training College,Training Institution,Ho,Government,6.599940,0.478970
Volta,Ho Municipal,Ho Municipal Health Directorate,Municipal Health Directorate,Ho,Government,6.610740,0.467770
Volta,Ho Municipal,Steve Biko Clinic,Clinic,Ho,Private,6.604250,0.481700
Volta,Ho Municipal,Gisella Memorial Clinic,Clinic,Abutia Kpota,Private,6.424950,0.288200
Volta,Ho Municipal,Akpe Na Mawu Clinic,Clinic,Ho,Private,6.594960,0.452480
Volta,Ho Municipal,Hofedo RCH,RCH,Hofedo,Government,6.599779,0.471394000000032
Volta,Ho Municipal,Takla CHPS,CHPS,Takla,Government,6.599779,0.471394000000032
Volta,Ho Municipal,Dededo CHPS,CHPS,Dededo,Government,6.599779,0.471394000000032
Volta,Ho Municipal,St John's Clinic (ENT),Clinic,Ho,Private,6.599779,0.471394000000032
Volta,Ho Municipal,Dr. Quaye Infirmery,Clinic,Ho,Private,6.599779,0.471394000000032
Volta,Ho Municipal,Council Hall RCH,RCH,Ho,Government,6.599779,0.471394000000032
Volta,Ho Municipal,Abutia Kpota RCH,RCH,Abutia Kpota,Private,6.599779,0.471394000000032
Volta,Ho Municipal,Alalale RCH,RCH,Ho RTC,Government,6.599779,0.471394000000032
Volta,Ho Municipal,Dora's Maternity Home,Maternity Home,Kpedze,Private,6.599779,0.471394000000032
Volta,Ho Municipal,Nightingale maternity Home,Maternity Home,Nyive,Private,6.599779,0.471394000000032
Volta,Ho Municipal,Miracle Life Clinic,Hospital,Ho,Private,6.598550,0.465230
Volta,Ho Municipal,Tsibu Health Centre,Health Centre,Tsibu,Government,6.578150,0.278850
Volta,Ho Municipal,Taviafe Health Centre,Health Centre,Taviafe,Government,6.663950,0.473410
Volta,Ho Municipal,Dodome Teleafenu  Health Centre,Health Centre,Dodome Teleafenu,Government,6.803300,0.504150
Volta,Ho Municipal,Saviefe Agorkpo Health Centre,Health Centre,Saviefe Agorkpo,Government,6.784067,0.411633
Volta,Ho Municipal,Ho Polyclinic,Polyclinic,Ho,Government,6.602890,0.492710
Volta,Ho Municipal,Amedzofe Health Centre,Health Centre,Amedzope,Government,6.851530,0.435550
Volta,Ho Municipal,Hodzoga Health Centre,Health Centre,Hodzoga,Government,6.671560,0.578460
Volta,Ho Municipal,Shia Health Centre,Health Centre,Shia,Government,6.794560,0.562120
Volta,Ho Municipal,Abutia Kloe Health Centre,Health Centre,Abutia Kloe,Government,6.484100,0.347250
Volta,Ho Municipal,Fume Health Centre,Health Centre,Fume,Government,6.878533,0.420450
Volta,Ho Municipal,Dzolo Gbogame Health Centre,Health Centre,Dzolo Gbogame,Government,6.775450,0.476810
Volta,Ho Municipal,Dodome Awiasu Health Centre,Health Centre,Dodome Awiasu,Government,6.767560,0.516270
Volta,Ho Municipal,Nyive Health Centre,Health Centre,Nyive,Government,6.761680,0.578560
Volta,Ho Municipal,Lume Health Centre,Health Centre,Lume,Government,6.760220,0.515310
Volta,Ho Municipal,Atikpui Health Centre,Health Centre,Atikpui,Government,6.745830,0.623770
Volta,Ho Municipal,Ziave Health Centre,Health Centre,Ziavi,Government,6.650390,0.442640
Volta,Ho Municipal,Tanyigbe Health Centre,Health Centre,Tanyigbe,Government,6.696130,0.521850
Volta,Ho Municipal,Klefe Health Centre,Health Centre,Klefe,Government,6.618400,0.444420
Volta,Ho Municipal,Gbadzeme Health Centre,Health Centre,Gbadzeme,Government,6.861160,0.441320
Volta,Ho Municipal,Vane Health Centre,Health Centre,Vane,Government,6.824170,0.422480
Volta,Ho Municipal,Dzolo Kpuita Health Centre,Health Centre,Dzolo Kpuita,Government,6.734690,0.444790
Volta,Ho Municipal,Matse Health Centre,Health Centre,Matse,Government,6.688610,0.482310
Volta,Ho Municipal,Tokokoe Health Centre,Health Centre,Tokokoe,Government,6.718530,0.555570
Volta,Ho Municipal,Akoefe Health Centre,Health Centre,Akoefe,Government,6.655950,0.513310
Volta,Ho Municipal,Kpedze Health Centre,Health Centre,Kpedze,Government,6.846300,0.504090
Volta,Ho Municipal,Tsito Health Centre,Health Centre,Tsito,Government,6.550930,0.301340
Volta,Ho Municipal,Abutia Agove Health Centre,Health Centre,Abutia Agove,Government,6.505783,0.364633
Volta,Ho Municipal,Akrofu Health Centre,Health Centre,Akrofu,Government,6.632830,0.378810
Volta,Ho Municipal,Hlefi Health Centre,Health Centre,Hlefi,Government,6.720800,0.376117
Volta,Ho Municipal,Ho E. P. Clinic,Health Centre,Ho,CHAG,6.601870,0.476380
Volta,Ho Municipal,Volta Regional Hospital,Regional Hospital,Ho,Government,6.602150,0.484210
Volta,Ho Municipal,Ho Municipal Hospital,Municipal Hospital,Ho,Government,6.609260,0.468050
Volta,Ho Municipal,7 MRS (Military Hospital),Hospital,Ho,Quasi-Government,6.617370,0.487680
Volta,Hohoe,Hohoe Midwifery Training School,Training Institution,Hohoe,Government,7.158490,0.472390
Volta,Hohoe,Hohoe District Health Directorate,District Health Directorate,Hohoe,Government,7.148360,0.472740
Volta,Hohoe,Leklebi Kame Health Centre,Health Centre,Leklebi Kame,Government,6.967780,0.515870
Volta,Hohoe,Soba Liati Health Centre,Health Centre,Soba Liati,Government,7.010160,0.512740
Volta,Hohoe,Logba Tota Health Centre,Health Centre,Logba Tota,Government,6.890080,0.453360
Volta,Hohoe,Gbi Wegbe Health Centre,Health Centre,Gbi Wegbe,Government,7.111350,0.458910
Volta,Hohoe,Akpafu Adorkor Health Centre,Health Centre,Akpafu Adorkor,Government,7.281250,0.528083
Volta,Hohoe,Santrokofi Health Centre,Health Centre,Santrokofi,Government,7.214850,0.472050
Volta,Hohoe,Ve Golokwati Health Centre,Health Centre,Ve Golokwati,Government,7.000710,0.437550
Volta,Hohoe,Lolobi Kumase Health Centre,Health Centre,Lolobi Kumase,Government,7.218770,0.528610
Volta,Hohoe,Fodome Helu Health Centre,Health Centre,Fodome Helu,Government,7.074240,0.507120
Volta,Hohoe,Likpe Abrani Health Centre,Health Centre,Likpe Abrani,Government,7.247900,0.559733
Volta,Hohoe,Tafi Agoeme Health Centre,Health Centre,Tafi Agoeme,Government,6.848590,0.392380
Volta,Hohoe,Ve Hoeme Health Centre,Health Centre,Ve Hoeme,Government,6.957610,0.458740
Volta,Hohoe,Likpe Kukurntumi Health Centre,Health Centre,Likpe Kukurntumi,Government,7.261830,0.568340
Volta,Hohoe,Logba Vuinta Health Centre,Health Centre,Logba Vuinta,Government,6.923110,0.460910
Volta,Hohoe,Akpafu Mempeasem Health Centre,Health Centre,Akpafu Mempeasem,Government,7.249967,0.482500
Volta,Hohoe,Gbledi Health Centre,Health Centre,Gbledi,Government,7.032320,0.559320
Volta,Hohoe,Likpe Bala Health Centre,Health Centre,Likpe Bala,Government,7.203000,0.607880
Volta,Hohoe,Likpe Bakwa Health Centre,Health Centre,Likpe Bakwa,Government,7.163170,0.582140
Volta,Hohoe,Nyagbo Gagbefe Health Centre,Health Centre,Nyagbo Gagbefe,Government,6.819450,0.374750
Volta,Hohoe,Nyangbo Sroe Health Centre,Health Centre,Nyangbo Sroe,Government,6.773670,0.377090
Volta,Hohoe,Fodome Ahor Health Centre,Health Centre,Fodome Ahor,Government,7.084450,0.559470
Volta,Hohoe,Goviefe Agodome Health Centre,Health Centre,Goviefe Agodome,Government,6.714630,0.336630
Volta,Hohoe,Alavanyo Health Centre,Health Centre,Alavanyo,Government,7.119900,0.357800
Volta,Hohoe,St. George's Health Centre,Health Centre,Soba Liati,CHAG,6.985290,0.489620
Volta,Hohoe,Hohoe Government Hospital,District Hospital,Hohoe,Government,7.158490,0.472390
Volta,Hohoe,Wli Afegame Health Centre,Health Centre,Wli Afegame,Government,7.116330,0.586490
Volta,Hohoe,Leklebi Duga Health Centre,Health Centre,Leklebi  Duga,Government,6.959830,0.498540
Volta,Hohoe,Fodome Woe CHPS,CHPS,Fodome Woe,Government,7.069540,0.517070
Volta,Hohoe,Logba Alakpeti Health Centre,Health Centre,Logba Alakpeti,Government,6.890200,0.428740
Volta,Hohoe,Akpafu Adomi Community Clinic,Clinic,Akpafu Odomi,Government,7.276070,0.477420
Volta,Hohoe,Liati Wote CHPS,CHPS,Liati Wote,Government,7.021110,0.548553
Volta,Hohoe,Revival Clinic,Clinic,Ve Koloenu,Private,7.044640,0.434480
Volta,Jasikan,Jasikan District Health Directorate,District Health Directorate,Jasikan,Government,7.401350,0.464590
Volta,Jasikan,Bowiri Community Clinic,Health Centre,Bowiri,Government,7.332270,0.459220
Volta,Jasikan,Kwamekrom Static Clinic,Health Centre,Kwamekrom,Government,7.296160,0.330760
Volta,Jasikan,New Ayoma Health Centre,Health Centre,New Ayoma,Government,7.284033,0.583917
Volta,Jasikan,Kute Clinic,Health Centre,Kute,Government,7.377310,0.613360
Volta,Jasikan,Akaa Clinic,Health Centre,Akaa,Government,7.426800,0.408890
Volta,Jasikan,Amanya  Health Centre,Health Centre,Amanya,Government,7.451900,0.340450
Volta,Jasikan,Baglo Clinic,Health Centre,Baglo,Government,7.303240,0.638080
Volta,Jasikan,Jasikan Hospital,District Hospital,Jasikan,Government,7.401350,0.464590
Volta,Jasikan,Abotoase Health Centre,Health Centre,Abotoase,Government,7.407880,0.302840
Volta,Jasikan,Nkonya Wurupong Health Centre,Health Centre,Nkonya Wurupong,Government,7.174110,0.330470
Volta,Jasikan,Old Ayoma Health Centre,Health Centre,Old Ayoma,Government,7.288080,0.633580
Volta,Jasikan,Bodada Health Centre,Health Centre,Bodada,Government,7.357910,0.489710
Volta,Jasikan,Teteman Health Centre,Health Centre,Teteman,Government,7.303633,0.508517
Volta,Jasikan,Baika Health Centre,Health Centre,Baika,Government,7.235167,0.531467
Volta,Jasikan,Nsuta Health Centre,Health Centre,Nsuta,Government,7.505090,0.458560
Volta,Jasikan,Worawora Hospital,Hospital,Worawora H,Government,7.514483,0.375783
Volta,Jasikan,N.V.C. Hospital,Hospital,Jasikan,Private,7.409260,0.471220
Volta,Jasikan,St Jude Medical Centre,Clinic,Baglo,Private,7.310930,0.658420
Volta,Jasikan,Teteman CHPS,CHPS,New Teteman,Government,7.303530,0.508480
Volta,Jasikan,Nkonya Ahenkro Health Centre,Health Centre,Nkonya Ahenkro,Government,7.118900,0.327250
Volta,Kadjebi,Kadjebi District Health Directorate,District Health Directorate,Kadjebi,Government,7.533900,0.473550
Volta,Kadjebi,Dzamlome Government,Clinic,Dzamlome,Government,7.580300,0.440083
Volta,Kadjebi,Dodo Amanfrom Health Centre,Health Centre,Dodo Amanfrom,Government,7.821160,0.506920
Volta,Kadjebi,Ahamansu Health Centre,Health Centre,Ahamansu,Government,7.725617,0.550050
Volta,Kadjebi,Kadjebi Health Centre,Health Centre,Kadjebi,Government,7.533900,0.473550
Volta,Kadjebi,Pampawie Health Centre,Health Centre,Pampawie,Government,7.811280,0.566800
Volta,Kadjebi,Dodi-Mepeasem Health Centre,Health Centre,Dodi-Mempeasem,Government,7.633830,0.515980
Volta,Kadjebi,Dodi Papase Mary Theresa Hospital,Hospital,Dodi Papase,CHAG,7.742270,0.510280
Volta,Kadjebi,Faith  Maternity Home,Maternity Home,Dzindjiso,Private,7.597520,0.527530
Volta,Kadjebi,Dede Maternity Home,Maternity Home,,Private,7.527540,0.476950
Volta,Kadjebi,Woraworso Health Centre,Health Centre,Woraworso,Government,7.654590,0.444680
Volta,Kadjebi,Poase Cement Health Centre,Health Centre,Poase Cement,Government,7.650700,0.519710
Volta,Keta,Keta District Health Directorate,District Health Directorate,Keta,Government,5.887840,0.981640
Volta,Keta,Sacred Heart Hospital,Hospital,Abor,CHAG,6.054650,0.867667
Volta,Keta,St. Rapheal's Clinic,Clinic,Tegbi,Private,5.870990,0.980610
Volta,Keta,Asadame Health Centre,Health Centre,Asadame,Government,5.994050,0.857117
Volta,Keta,Kotoka Memorial Clinic,Health Centre,Alakple,Government,5.851790,0.888000
Volta,Keta,Agbledome Health Centre,Health Centre,Agbledome,Government,5.776990,0.741400
Volta,Keta,Anyako Health Centre,Health Centre,Anyako,Government,6.009840,0.901570
Volta,Keta,Tegbi Health Centre,Health Centre,Tegbi,Government,5.849940,0.972250
Volta,Keta,Atiavi Health Centre,Health Centre,Atiavi,Government,5.947760,0.850700
Volta,Keta,Tregui Health Centre,Health Centre,Tregui,Government,5.888030,0.823390
Volta,Keta,Galo-Sota Health Centre,Health Centre,Galo-Sota,Government,5.854150,0.710390
Volta,Keta,Anlo-Afiadenyigba Health Centr,Health Centre,Anlo-Afiadenyigba,Government,6.044700,0.978150
Volta,Keta,Anloga Health Centre,Health Centre,Anloga,Government,5.791540,0.881930
Volta,Keta,Hatorgodo E. P. Clinic,Health Centre,Hatorgodo,CHAG,5.950500,0.807683
Volta,Keta,Keta Government Hospital,Municipal Hospital,Keta,Government,5.887840,0.981640
Volta,Keta,Crowns Maternity Home,Maternity Home,Keta,Private,5.782830,0.722630
Volta,Keta,Nancy's Maternity Home,Maternity Home,Keta,Private,5.825790,0.950000
Volta,Keta,St. Franscis Clinic,Clinic,Anyanui,Private,5.779960,0.730770
Volta,Keta,Anyanui Health Centre,Health Centre,Anyanui,Government,5.781530,0.729570
Volta,Keta,Anseco Clinic,Clinic,Avuime,Private,5.806600,0.930480
Volta,Keta,Lebene Clinic,Clinic,Abor,Private,6.066833,0.856367
Volta,Keta,Kafui Maternity Home,Maternity Home,Abor,Private,6.066667,0.862067
Volta,Keta,Holy Maternity Home,Maternity Home,Angloga,Private,5.796180,0.904190
Volta,Keta,Madam Mary Maternity Home,Maternity Home,Vui,Private,5.885640,0.981640
Volta,Ketu,Ketu District Health Directorate,District Health Directorate,Aflao,Government,6.117620,1.180300
Volta,Ketu,Blekusu Health Centre,Health Centre,Blekusu,Government,5.987383,1.029200
Volta,Ketu,Tadzewu Health Centre,Health Centre,Tadzewu,Government,6.188517,0.894800
Volta,Ketu,Afife Health Centre,Health Centre,Afife,Government,6.054100,0.918600
Volta,Ketu,Wheta Health Centre,Health Centre,Wheta,Government,6.082570,0.975030
Volta,Ketu,Aflao Hospital,District Hospital,Aflao,Government,6.117620,1.180130
Volta,Ketu,St Anthony's Hospital,Hospital,Dzodze,CHAG,6.241120,0.989110
Volta,Ketu,Agavedzi Health Centre,Health Centre,Agavedzi,Government,6.005460,1.043020
Volta,Ketu,Adina Health Centre,Health Centre,Adina,Government,6.042020,1.074220
Volta,Ketu,Klikoor Health Centre,Health Centre,Klikoor,Government,6.074880,1.028200
Volta,Ketu,Akporkploe Health Centre,Health Centre,Akporkploe,Government,6.155100,1.166450
Volta,Ketu,Devego Health Centre,Health Centre,Devego,Government,6.177320,0.914190
Volta,Ketu,Ohawu Health Centre,Health Centre,Ohawu,Government,6.132660,0.895810
Volta,Ketu,Ehie Health Centre,Health Centre,Ehie,Government,6.144810,1.003140
Volta,Ketu,Central Aflao Hospital,Hospital,Avoeme  Aflao,Private,6.115230,1.169100
Volta,Ketu,New Hope Hospital,Hospital,Viefe  Aflao,Private,6.109260,1.159640
Volta,Ketu,Sape-Agbo Memorial  Hospital,Hospital,Hedzranawo,Private,6.097080,1.143000
Volta,Ketu,Denu RCH,Health Centre,Denu,Government,6.100940,1.148050
Volta,Ketu,Kpoglu RCH,Health Centre,Kpoglu,Government,6.174130,1.071780
Volta,Ketu,Penyi RCH,Health Centre,Penyi,Government,6.222670,1.035950
Volta,Ketu,Nogokpo RCH,RCH,Nogokpo,Government,6.090830,1.070230
Volta,Ketu,St. Linus Children Clinic,Clinic,Denu,Private,6.103580,1.150240
Volta,Ketu,Beno's Maternity/Clinic,Maternity Home,Aflao,Private,6.117240,1.191000
Volta,Ketu,Sunkwa Maternity Home,Maternity Home,Aflao,Private,6.118670,1.187270
Volta,Ketu,Srohume Clinic,Clinic,Srohume,Private,6.046540,1.015680
Volta,Ketu,Morning Star Clinic,Clinic,Afife,Private,6.063920,0.911690
Volta,Ketu,St. Anthony Maternity/Clinic,Maternity Home,Kopeyia,Private,6.141310,1.112810
Volta,Ketu,Afatome Clinic,Clinic,Denu,Private,6.093990,1.151870
Volta,Ketu,Port Health Service,Clinic,Aflao,Government,6.113060,1.191440
Volta,Ketu,Berith Clinic,Clinic,Nogokpo,Private,6.092470,1.074720
Volta,Ketu,Bethesda Clinic,Clinic,Agbozume,Private,6.079430,1.033470
Volta,Ketu,St. Anthony Maternity Clinic,Clinic,Aflao,Private,6.139900,1.189520
Volta,Ketu,Sarah's Maternity Home,Maternity Home,Agbozume,Private,6.074040,1.031760
Volta,Kpando,Kpando District Health Directorate,District Health Directorate,Kpando,Government,6.993140,0.289930
Volta,Kpando,Sabadu Health Centre,Health Centre,Sabadu,Government,6.905588,0.248220
Volta,Kpando,Gadza Health Centre,Health Centre,Gadza,Government,7.016500,0.318530
Volta,Kpando,Kudzra Health Centre,Health Centre,Kudzra,Government,6.962200,0.339780
Volta,Kpando,Senam Clinic  Aziavi,Health Centre,Kpando Ziavi,Government,6.981220,0.289060
Volta,Kpando,Vakpo Health Centre,Health Centre,Vakpo,Government,6.856570,0.282400
Volta,Kpando,Kpando Health Centre,Health Centre,Kpando,Government,6.993140,0.289930
Volta,Kpando,Wusuta Health Centre,Health Centre,Wusuta,Government,6.835950,0.257590
Volta,Kpando,Aveme Danyigba Health Centre,Health Centre,Aveme Danyigba,Government,6.927940,0.264000
Volta,Kpando,Tsrukpe Health Centre,Health Centre,Tsrukpe,Government,6.795750,0.277050
Volta,Kpando,Botoku Health Centre,Health Centre,Botoku,Government,6.759770,0.267030
Volta,Kpando,Kpando Torkor Health Centre,Health Centre,Kpando Torkor,Government,6.998710,0.258290
Volta,Kpando,Awate Health Centre,Health Centre,Awate,Government,6.868650,0.236770
Volta,Kpando,Anfoega Catholic Hospital,Hospital,Anfoega,CHAG,6.880490,0.276210
Volta,Kpando,Kpando Margret Marquat Hospital,District Hospital,Kpando,CHAG,6.999920,0.303120
Volta,Kpando,St. Patrick's Hospital,Hospital,Kpando,Private,6.998520,0.287120
Volta,Kpando,Aveme Beme Health Centre,Health Centre,Aveme Beme,Government,6.918770,0.265420
Volta,Kpando,Wisdom Maternity Home,Maternity Home,Kpando Torkor,Private,7.002590,0.261500
Volta,Kpando,Matty's Maternity Home,Maternity Home,Kpando,Private,6.996650,0.295430
Volta,Kpando,Angela Zahnizer Maternity Home,Maternity Home,Agbenorhoe,Private,7.065070,0.305770
Volta,Krachi East,Krachi East District Health Directorate,District Health Directorate,Dambai,Government,8.068280,0.169540
Volta,Krachi East,Dambai E. P. Clinic (Dan Mossar),Clinic,Dambai,CHAG,8.067440,0.016741
Volta,Krachi East,Adumadum Health Centre,Health Centre,Adumadum,Government,7.820390,0.036993
Volta,Krachi East,Katanga Health Centre,Health Centre,Katanga,Government,7.658510,0.033324
Volta,Krachi East,Tokronu Health Centre,Health Centre,Tokronu,Government,7.771380,0.042260
Volta,Krachi East,Asukawkaw Health Centre,Health Centre,Asukawkaw,Government,7.688310,0.044320
Volta,Krachi East,Dormabin Health Centre,Health Centre,Dormabin,Government,7.835040,0.030785
Volta,Krachi East,Nyietor Naz. Maternity Home,Maternity Home,Dambai,Private,8.064310,0.018651
Volta,Krachi West,Krachi West District Health Directorate,District Health Directorate,Krachi,Government,7.794760,0.057290
Volta,Krachi West,Krachi District Hospital,District Hospital,Krachi,Government,7.794760,-0.057290
Volta,Krachi West,Osramani Health Centre,Health Centre,Ostramani,Government,7.956470,-0.009060
Volta,Krachi West,Monkra Health Centre,Health Centre,Monkra,Government,7.930230,-0.010690
Volta,Krachi West,Banda Health Centre,Health Centre,Banda,Government,8.293530,-0.096540
Volta,Krachi West,Ntewusa Health Centre,Health Centre,Ntewusa,Government,7.992060,0.002150
Volta,Krachi West,Borae Health Centre,Health Centre,Borae,Government,8.156760,-0.034780
Volta,Krachi West,Ehiamankyene Health Centre,Health Centre,Ehiamankyene,Government,7.998080,-0.061780
Volta,Krachi West,St. Lukes Clinic Chinderi,Clinic,Chinderi,CHAG,8.139000,-0.139000
Volta,Krachi West,Gyatoakroa CHPS,CHPS,Gyatoakroa,Government,8.179899,0.075130
Volta,Krachi West,Anyinamae Health Centre,Health Centre,Anyiname,Government,8.055250,-0.154150
Volta,Nkwanta,Nkwanta District Health Directorate,District Health Directorate,Nkwanta,Government,8.257560,0.508380
Volta,Nkwanta,Damanko Health Centre,Health Centre,Damanko,Government,8.687750,0.184940
Volta,Nkwanta,Kechebi Health Centre,Health Centre,Kechebi,Government,8.205480,0.398010
Volta,Nkwanta,Kpassa Health Centre,Health Centre,Kpassa,Government,8.495970,0.313940
Volta,Nkwanta,Tinjase Health Centre,Health Centre,Tinjase,Government,8.570050,0.404730
Volta,Nkwanta,Fame Clinic,Health Centre,Obanda,CHAG,7.940650,0.511340
Volta,Nkwanta,Pusupu Health Centre,Health Centre,Pusupu,Government,8.052100,0.490430
Volta,Nkwanta,Tutukpene Health Centre,Health Centre,Tutukpene,Government,8.099140,0.393500
Volta,Nkwanta,Bontibor Clinic,Health Centre,Bontibor,Government,8.089670,0.497360
Volta,Nkwanta,Sibi Clinic,Health Centre,Sibi,Government,8.611580,0.231330
Volta,Nkwanta,Keri Clinic,Health Centre,Keri,Government,8.386380,0.527670
Volta,Nkwanta,Obanda Health Centre,Health Centre,Obanda,Government,7.943370,0.510540
Volta,Nkwanta,Nyambong Health Centre,Health Centre,Nyambong,Government,8.360060,0.478000
Volta,Nkwanta,Bonakye Health Centre,Health Centre,Bonakye,Government,8.400600,0.403420
Volta,Nkwanta,Brewaniase Health Centre,Health Centre,Brewaniase,Government,8.006350,0.561680
Volta,Nkwanta,Kpassa Chuch Of Pentecost Clinic,Health Centre,Kpassa,CHAG,8.493410,0.303980
Volta,Nkwanta,Nkwanta Dsitrict Hospital,District Hospital,Nkwanta,Government,8.257560,0.508380
Volta,Nkwanta,St. Joseph's Hospital,Hospital,Nkwanta,CHAG,8.247920,0.521340
Volta,Nkwanta,Agoufie CHPS,CHPS,Nkwanta,Government,8.347350,0.319130
Volta,Nkwanta,Kabiti CHPS,Clinic,Nkwanta,Government,8.319310,0.250610
Volta,Nkwanta,Nkwanta RCH,RCH,Nkwanta,Government,8.257560,0.508380
Volta,North Tongu,North Tongu District Health Directorate,District Health Directorate,Adidome,Government,6.074414,0.503390
Volta,North Tongu,Volo Health Centre,Health Centre,Volo,Government,6.061150,0.308330
Volta,North Tongu,Mafi Kumasi Health Centre,Health Centre,Mafi Kumasi,Government,6.275510,0.571300
Volta,North Tongu,Dofor Adidome Health Centre,Health Centre,Dofor Adidome,Government,6.118910,0.244200
Volta,North Tongu,Torgome Health Centre,Health Centre,Torgome,Government,6.117010,0.137480
Volta,North Tongu,Avedo Health Centre,Health Centre,Avedo,Government,6.133800,0.636660
Volta,North Tongu,Kpoviadzi Health Centre,Health Centre,Kpoviadzi,Government,6.202730,0.709700
Volta,North Tongu,Biodun Health Centre,Clinic,Adidome,Private,6.080120,0.504930
Volta,North Tongu,Mafi Sasekpe Health Centre,Health Centre,Mafi Sasekpe,Government,6.272260,0.619510
Volta,North Tongu,Fodzoku Health Centre,Health Centre,Fodzoku,Government,6.161980,0.124660
Volta,North Tongu,Juapong Health Centre,Health Centre,Juapong,Government,6.258480,0.140600
Volta,North Tongu,Podoe Health Centre,Health Centre,Podoe,Government,6.298840,0.196770
Volta,North Tongu,Adidome Hospital,District Hospital,Adidome,Government,6.073470,0.498120
Volta,North Tongu,Battor Mission. Hospital,Hospital,Battor,CHAG,6.068490,0.401220
Volta,South Dayi,South Dayi District Health Directorate,District Health Directorate,Kpeve,Government,6.680440,0.324560
Volta,South Dayi,Kpeve Health Centre,Health Centre,Kpeve,Government,6.687700,0.332000
Volta,South Dayi,Wegbe Kpalime Health Centre,Health Centre,Wegbe,Government,6.654267,0.343083
Volta,South Dayi,Have Health Centre,Health Centre,Have,Government,6.757980,0.361100
Volta,South Dayi,Dzemeni E. P. Church Clinic,Health Centre,Dzemeni,Government,6.600480,0.171760
Volta,South Dayi,Kpalime Duga Health Centre,Health Centre,Kpalime Duga,Government,6.573450,0.182830
Volta,South Dayi,Hope Maternity Home,Maternity Home,Tongo Dzemeni,Private,6.603730,0.174580
Volta,South Dayi,Adzokoe Health Centre,Health Centre,Adzokoe,Government,6.625617,0.312667
Volta,South Dayi,Dzake Health Centre,Health Centre,Dzakeh,Government,6.501100,0.201090
Volta,South Dayi,Peki Government Hospital,District Hospital,Peki,Government,6.533700,0.225940
Volta,South Dayi,St Pauls Maternity Home,Maternity Home,Dzemeni,Private,6.600580,0.167160
Volta,South Dayi,Tongor Tsanakpe CHPS,CHPS,Tongor Tsanakpe,Government,6.607450,0.171260
Volta,South Tongu,South Tongu District Health Directorate,District Health Directorate,Sogakope,Government,6.002280,0.596630
Volta,South Tongu,Comboni Polyclinic,Polyclinic,Sogakope,CHAG,6.002170,0.585320
Volta,South Tongu,Gamenu Health Centre,Health Centre,Gamenu,Government,5.797430,0.691630
Volta,South Tongu,Agbakope Health Centre,Health Centre,Agbakope,Government,6.031480,0.709570
Volta,South Tongu,Asidowui Health Centre,Health Centre,Asidowui,Government,5.913000,0.626240
Volta,South Tongu,Agorta Health Centre,Health Centre,Agorta,Government,5.851100,0.661190
Volta,South Tongu,Dabala Health Centre,Health Centre,Dabala,Government,5.985880,0.676460
Volta,South Tongu,Good Sheperd Maternity Home,Maternity Home,Sogakope,Private,5.993120,0.580980
Volta,South Tongu,Sogakope RCH,RCH,Sogakope,Government,6.001370,0.594920
Volta,South Tongu,Fame Clinic,Clinic,,Private,5.887890,0.630870
Volta,South Tongu,Kpotame Health Centre/Chps,Health Centre,Kpotame,Government,5.976680,0.525640
Volta,South Tongu,Tefle Health Centre,Health Centre,Tefle,Government,6.000730,0.569950
Volta,South Tongu,Adutor Health Centre,Health Centre,Adutor,Government,5.962210,0.696490
Volta,South Tongu,Dordoekope Health Centre,Health Centre,Dordoekope,Government,5.876850,0.605390
Volta,South Tongu,Dorkplorme CHPS,CHPS,Dorkplorme,Government,6.115910,0.705740
Volta,South Tongu,Sogakope District Hospital,District Hospital,Sogakope,Government,6.007740,0.615630
Volta,Hohoe,Wli Todzi Health Centre,Health Centre,Wli Todzi,Government,7.1490389,0.474600000000009
Volta,Hohoe,Wli Cenral Health Centre,Health Centre,Wli Cenral,Government,7.1490389,0.474600000000009
Volta,Hohoe,Hohoe RCH,RCH,Hohoe,Government,7.1490389,0.474600000000009
Volta,Hohoe,Liati Soba Health Centre,Health Centre,Liati Soba,Government,7.1490389,0.474600000000009
Volta,Hohoe,Goviefe Todzi Health Centre,Health Centre,Goviefe Todzi,Government,7.1490389,0.474600000000009
Volta,Hohoe,St micheal's Clinic,Clinic,,Private,7.1490389,0.474600000000009
Volta,Hohoe,Dr. Quarcoo's Clinic,Clinic,,Private,7.1490389,0.474600000000009
